Title,Rating,Votes,Duration,Genre
"Marisol, llámame Pepa",6.8,115,87,Biography
Lafran,8.2,15,99,Biography
Lulu in Turin,8.5,6,76,Biography
Ago,8.0,6,80,Biography
Janet Jackson: In Control,5.5,8,60,Biography
"Sean Penn, L'enfant terrible de l'Amérique",7.3,26,52,Biography
Yaremchuk: Nezrivniannyi svit krasy,8.6,462,92,Biography
Maria,4.2,22,60,Biography
COMA,9.5,9,80,Biography
"Mary, Marianna, Maria: Ta agnosta ellinika hronia tis Kallas",7.6,14,103,Biography
The Truth: The Journey Within,7.2,8,91,Biography
Nollbudget,8.3,11,72,Biography
"Dolly Parton: Bigger Hair, Bigger Heart",7.0,11,60,Biography
Shaking It Up: The Life and Times of Liz Carpenter,8.0,9,77,Biography
All Access to Rossa 25 Shining Years,8.7,65,91,Biography
Il ricercatore,5.8,7,71,Biography
"Kati: Eine Kür, die bleibt",6.1,85,99,Biography
It'll Never Work,9.6,30,57,Biography
9 sekund,4.6,62,91,Biography
Paul Anka: His Way,7.3,11,100,Biography
Davaj Paradiso,9.1,27,63,Biography
"Steven Spielberg, l'homme et l'enfant",6.4,14,56,Biography
No More Trouble - Cosa rimane di una tempesta,8.5,19,97,Biography
Not Taken: Origins,9.8,6,69,Biography
Insula Fondane (Fondane Island),8.8,12,82,Biography
Waldo,6.6,7,104,Biography
O familie aproape perfecta,5.4,8,88,Biography
The Ballad of John and Yoko,8.4,16,101,Biography
Barnen från Camp Ashraf,5.4,19,88,Biography
Tapes of Revolution,9.5,6,75,Biography
Graciano Rocchigiani - Das Herz eines Boxers,9.2,51,123,Biography
Nebesko,5.2,10,73,Biography
Im Schatten der Träume,8.2,10,90,Biography
Reba McEntire: Country Gold,7.5,10,60,Biography
Beethoven's Nine,7.6,11,90,Biography
Golpe a Golpe (Blow by Blow),8.1,23,90,Biography
Giannis Spanos: Piso ap' ti markiza,7.8,17,118,Biography
Brev til Håkon Banken,8.1,28,80,Biography
Palace Guardians,9.4,8,64,Biography
Beyaz Zenciler: Yapim Asamasi,8.6,5,55,Biography
Carles Sabater. No espereu res de mi,8.1,19,75,Biography
Veljko od mora,7.2,16,53,Biography
"Georges Pompidou, la cruauté du pouvoir",6.2,6,104,Biography
Toquinho: Encontros e um Violão,8.6,5,90,Biography
¡Qué suerte hemos tenido!,7.5,16,62,Biography
Gevart,7.3,70,34,Biography
"Lupicinio Rodrigues, Confissões de um Sofredor",7.0,5,99,Biography
87 Candles,8.9,9,55,Biography
